premiseID, timestamp, delivered, received
10174, 1427846400, 0, 0
10174, 1427847300, 0, 0
10174, 1427848200, 0, 0
10174, 1427849100, 0, 0
10174, 1427850000, 0, 0
10174, 1427850900, 0.045, 0
10174, 1427851800, 0.084, 0
10174, 1427852700, 0.126, 0
10174, 1427853600, 0.417, 0
10174, 1427854500, 0.411, 0
10174, 1427855400, 0.417, 0
10174, 1427856300, 0.414, 0
10174, 1427857200, 0.414, 0
10174, 1427858100, 0.417, 0
10174, 1427859000, 0.417, 0
10174, 1427859900, 0.417, 0
10174, 1427860800, 0.417, 0
10174, 1427861700, 0.42, 0
10174, 1427862600, 0.417, 0
10174, 1427863500, 0.42, 0
10174, 1427864400, 0.417, 0
10174, 1427865300, 0.42, 0
10174, 1427866200, 0.417, 0
10174, 1427867100, 0.42, 0
10174, 1427868000, 0.417, 0
10174, 1427868900, 0.42, 0
10174, 1427869800, 0.417, 0
10174, 1427870700, 0.42, 0
10174, 1427871600, 0.417, 0
10174, 1427872500, 0.42, 0
10174, 1427873400, 0.417, 0
10174, 1427874300, 0.42, 0
10174, 1427875200, 0.417, 0
10174, 1427876100, 0.42, 0
10174, 1427877000, 0.417, 0
10174, 1427877900, 0.42, 0
10174, 1427878800, 0.42, 0
10174, 1427879700, 0.417, 0
10174, 1427880600, 0.42, 0
10174, 1427881500, 0.42, 0
10174, 1427882400, 0.42, 0
10174, 1427883300, 0.42, 0
10174, 1427884200, 0.417, 0
10174, 1427885100, 0.42, 0
10174, 1427886000, 0.417, 0
10174, 1427886900, 0.417, 0
10174, 1427887800, 0.417, 0
10174, 1427888700, 0.417, 0
10174, 1427889600, 0.42, 0
10174, 1427890500, 0.417, 0
10174, 1427891400, 0.414, 0
10174, 1427892300, 0.417, 0
10174, 1427893200, 0.354, 0
10174, 1427894100, 0.09, 0
10174, 1427895000, 0.087, 0
10174, 1427895900, 0.087, 0
10174, 1427896800, 0.087, 0
10174, 1427897700, 0.066, 0
10174, 1427898600, 0, 0
10174, 1427899500, 0, 0
10174, 1427900400, 0, 0
10174, 1427901300, 0, 0
10174, 1427902200, 0, 0
10174, 1427903100, 0, 0
10174, 1427904000, 0, 0
10174, 1427904900, 0, 0
10174, 1427905800, 0, 0
10174, 1427906700, 0, 0
10174, 1427907600, 0, 0
10174, 1427908500, 0, 0
10174, 1427909400, 0, 0
10174, 1427910300, 0, 0
10174, 1427911200, 0, 0
10174, 1427912100, 0, 0
10174, 1427913000, 0, 0
10174, 1427913900, 0, 0
10174, 1427914800, 0, 0
10174, 1427915700, 0, 0
10174, 1427916600, 0, 0
10174, 1427917500, 0, 0
10174, 1427918400, 0, 0
10174, 1427919300, 0, 0
10174, 1427920200, 0, 0
10174, 1427921100, 0, 0
10174, 1427922000, 0, 0
10174, 1427922900, 0, 0
10174, 1427923800, 0, 0
10174, 1427924700, 0, 0
10174, 1427925600, 0, 0
10174, 1427926500, 0, 0
10174, 1427927400, 0, 0
10174, 1427928300, 0, 0
10174, 1427929200, 0, 0
10174, 1427930100, 0, 0
10174, 1427931000, 0, 0
10174, 1427931900, 0, 0
10174, 1427932800, 0, 0
10174, 1427933700, 0, 0
10174, 1427934600, 0, 0
10174, 1427935500, 0, 0
10174, 1427936400, 0, 0
10174, 1427937300, 0.036, 0
10174, 1427938200, 0.084, 0
10174, 1427939100, 0.126, 0
10174, 1427940000, 0.411, 0
10174, 1427940900, 0.414, 0
10174, 1427941800, 0.414, 0
10174, 1427942700, 0.414, 0
10174, 1427943600, 0.414, 0
10174, 1427944500, 0.417, 0
10174, 1427945400, 0.417, 0
10174, 1427946300, 0.417, 0
10174, 1427947200, 0.42, 0
10174, 1427948100, 0.42, 0
10174, 1427949000, 0.42, 0
10174, 1427949900, 0.42, 0
10174, 1427950800, 0.42, 0
10174, 1427951700, 0.42, 0
10174, 1427952600, 0.423, 0
10174, 1427953500, 0.42, 0
10174, 1427954400, 0.417, 0
10174, 1427955300, 0.42, 0
10174, 1427956200, 0.42, 0
10174, 1427957100, 0.42, 0
10174, 1427958000, 0.42, 0
10174, 1427958900, 0.42, 0
10174, 1427959800, 0.42, 0
10174, 1427960700, 0.423, 0
10174, 1427961600, 0.42, 0
10174, 1427962500, 0.42, 0
10174, 1427963400, 0.42, 0
10174, 1427964300, 0.423, 0
10174, 1427965200, 0.423, 0
10174, 1427966100, 0.423, 0
10174, 1427967000, 0.423, 0
10174, 1427967900, 0.423, 0
10174, 1427968800, 0.423, 0
10174, 1427969700, 0.423, 0
10174, 1427970600, 0.423, 0
10174, 1427971500, 0.42, 0
10174, 1427972400, 0.42, 0
10174, 1427973300, 0.42, 0
10174, 1427974200, 0.417, 0
10174, 1427975100, 0.42, 0
10174, 1427976000, 0.417, 0
10174, 1427976900, 0.414, 0
10174, 1427977800, 0.42, 0
10174, 1427978700, 0.42, 0
10174, 1427979600, 0.357, 0
10174, 1427980500, 0.087, 0
10174, 1427981400, 0.087, 0
10174, 1427982300, 0.087, 0
10174, 1427983200, 0.09, 0
10174, 1427984100, 0.087, 0
10174, 1427985000, 0.087, 0
10174, 1427985900, 0.087, 0
10174, 1427986800, 0.087, 0
10174, 1427987700, 0.087, 0
10174, 1427988600, 0.066, 0
10174, 1427989500, 0, 0
10174, 1427990400, 0, 0
10174, 1427991300, 0, 0
10174, 1427992200, 0, 0
10174, 1427993100, 0, 0
10174, 1427994000, 0, 0
10174, 1427994900, 0, 0
10174, 1427995800, 0, 0
10174, 1427996700, 0, 0
10174, 1427997600, 0, 0
10174, 1427998500, 0, 0
10174, 1427999400, 0, 0
10174, 1428000300, 0, 0
10174, 1428001200, 0, 0
10174, 1428002100, 0, 0
10174, 1428003000, 0, 0
10174, 1428003900, 0, 0
10174, 1428004800, 0, 0
10174, 1428005700, 0, 0
10174, 1428006600, 0, 0
10174, 1428007500, 0, 0
10174, 1428008400, 0, 0
10174, 1428009300, 0, 0
10174, 1428010200, 0, 0
10174, 1428011100, 0, 0
10174, 1428012000, 0, 0
10174, 1428012900, 0, 0
10174, 1428013800, 0, 0
10174, 1428014700, 0, 0
10174, 1428015600, 0, 0
10174, 1428016500, 0, 0
10174, 1428017400, 0, 0
10174, 1428018300, 0, 0
10174, 1428019200, 0, 0
10174, 1428020100, 0, 0
10174, 1428021000, 0.048, 0
10174, 1428021900, 0.078, 0
10174, 1428022800, 0.078, 0
10174, 1428023700, 0.084, 0
10174, 1428024600, 0.084, 0
10174, 1428025500, 0.126, 0
10174, 1428026400, 0.414, 0
